"Data Source","World Development Indicators",

"Last Updated Date","2017-08-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Aruba","ABW","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","35.8","36.5","36.5","48.3",
"Angola","AGO","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.2","52.2","52.2","52.2","52.2","52.2","52.3","52.3","52","52.6","49","48",
"Albania","ALB","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.2","56.5","51.3","49.6","43.6","40.3","38.3","38.5","31.5","31.4","36.5","36.5",
"Andorra","AND","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7333333333333","49.3333333333333","45.56","44.555","44.405","43.505","41.885","42.2380952380952","42.3142857142857","42.8952380952381","42.9142857142857","42.4809523809524",
"United Arab Emirates","ARE","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","14.4","14.4","14.4","14.1","14.1","14.1","14.9","14.8","14.8","15.9","15.9",
"Argentina","ARG","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.3","107.3","107.3","107.3","107.3","107.4","107.4","107.5","119.4","137.4","137.6","106",
"Armenia","ARM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6","36.6","38.9","38.6","38.6","38.6","38.8","38.8","35.9","20.1","20","18.5",
"American Samoa","ASM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.5","47.6","46.2","46.2","41","41","41","41","40.9","41.6","41.9","41.9",
"Australia","AUS","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.1","51.1","50.1","50","47.8","47.6","47.3","47.2","47.3","47.4","47.6","47.6",
"Austria","AUT","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2","51.1","51.1","51.1","51.6","51.3","50.8","52.3","51.9","51.7","51.7","51.6",
"Azerbaijan","AZE","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.4","42.2","40.9","40.9","40.9","40.9","40","40","39.8","39.8","39.8","39.8",
"Burundi","BDI","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280.2","280.2","280.2","280.2","280.2","154.9","46.5","46.5","45.2","40.3","40.3","40.3",
"Belgium","BEL","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.1","59.9","57.9","55.9","55.2","57.3","57.7","58.2","58","58.4","58.4","58.7",
"Benin","BEN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1","72.1","72.1","72.1","68.4","62.7","62.7","62.7","63.3","57.3","57.4","57.4",
"Burkina Faso","BFA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.6","47.6","47.6","44.5","44.5","44.8","42.7","42.7","41.3","41.3","41.3","41.3",
"Bangladesh","BGD","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8","38.8","40.8","39.9","38.8","38.8","38.8","38.8","32.5","35.4","34.4","34.4",
"Bulgaria","BGR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2","41.6","35.8","33.9","30.4","28","27.2","27.8","27","27","27","27",
"Bahrain","BHR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","14.7","14.7","13.5","13.5","13.5","13.5","13.5","13.5","13.5",
"Bahamas, The","BHS","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.9","42.9","42.9","42.9","44.6","44.6","48.5","41.1","33.8","33.8",
"Bosnia and Herzegovina","BIH","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.8","42.7","42.8","42.8","25.9","22.2","23.6","23.6","22.2","23.3","23.3","22.6",
"Belarus","BLR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.2","137.2","120.8","117.4","99.9","80.8","63","59.2","52","52.4","54","54.8",
"Belize","BLZ","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7","34.8","34.8","33.2","33.2","33.2","33.2","33.2","31.1","31.1","31.1","31.1",
"Bermuda","BMU","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","80","80","80","80","80","83.4","83.7","83.7","83.7","83.7",
"Brazil","BRA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.2","69.2","69.2","68.5","65.7","66.8","66.8","68.6","69.2","69.2","68.1","68.4",
"Barbados","BRB","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","34.7","34.6","34.6","34.7","34.7",
"Brunei Darussalam","BRN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.4","37.4","37.4","30.1","15.7","16.7","15.4","15.8","15.8","8.7","8.7",
"Bhutan","BTN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","35.3","35.3","35.3","35.3",
"Botswana","BWA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1","17.1","17.1","17.1","17","19.5","19.5","25.4","25.3","25.1","25.1","25.1",
"Central African Republic","CAF","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7","203.8","203.8","203.8","203.8","203.8","54.6","67.4","73.3","73.3","73.3","73.3",
"Canada","CAN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.5","45","44.3","44.1","42.3","22","20.7","20.1","19.9","21.1","21.1","21",
"Central Europe and the Baltics","CEB","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8090909090909","44.0545454545455","42.9181818181818","42.6","41.9363636363636","41.2454545454546","41.3727272727273","41.9181818181818","39.7454545454546","39.7","39.8818181818182","39.3727272727273",
"Switzerland","CHE","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.8","27.6","27.9","27.8","28.7","28.8","28.9","29.4","28.4","28.8","28.8","28.8",
"Channel Islands","CHI","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3","25.1","25.1","25.1","24.8","24.5","24.5","27.7","27.7","27.9","28.9","30.5",
"China","CHN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.8","83.6","84","82.7","81.4","66.3","66.4","67.6","68.7","68.5","67.8","68",
"Cote d'Ivoire","CIV","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4","53.4","50.6","50.6","50.4","50.2","50.1","44.4","52.5","51.9","51.9","51.3",
"Cameroon","CMR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6","50.8","50.8","50.4","48.8","48.8","48.8","48.8","48.8","48.8","48.8","57.7",
"Congo, Dem. Rep.","COD","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288.1","288.1","288.1","263.3","292.7","339.1","339.1","339.1","55.7","54.7","54.6","54.6",
"Congo, Rep.","COG","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.5","64.5","64.5","64.5","64.5","64.5","63.1","64.5","55.8","55","56","54.3",
"Colombia","COL","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7","84","84.2","80.1","80.3","80.3","76.4","76","76.1","77.3","69.7","69.8",
"Comoros","COM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217.9","217.9","217.9","217.9","217.9","217.9","217.9","217.9","216.5","216.5","216.5","216.5",
"Cabo Verde","CPV","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.1","53.1","53.1","53.1","49.7","37.5","37.9","37.2","36.5","36.5","36.5","36.6",
"Costa Rica","CRI","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.1","58.1","58.1","58.1","58.1","58.4","58.3","58.6","58","58.2","58.2","58.3",
"Caribbean small states","CSS","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4090909090909","40.9090909090909","40.625","40.4","39.85","39.175","38.7076923076923","38.6538461538462","38.4769230769231","37.4615384615385","36.5538461538462","36.3384615384615",
"Cuba","CUB","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6","20.6","22.3","22","22.2","22.5","23.1","24.5","24.7",
"Czech Republic","CZE","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.1","54.1","53.1","53.1","51.1","50","50","50","50","50.4","50.4","50",
"Germany","DEU","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.7","47.4","49","49.4","43.9","47","45.6","45.9","49.1","48.8","48.8","48.9",
"Djibouti","DJI","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8","37.8","37.8","37.8","37.8","38.1","38.1","38.1","37.6","37.6","37.6","37.6",
"Dominica","DMA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","37","37","37","37.1","37.1","37","37","37","35.2",
"Denmark","DNK","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.3","31.5","32","29.2","28.2","28.1","26.4","27","26.3","26","24.5","25",
"Dominican Republic","DOM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.5","35.8","39.5","35.2","38.4","40.1","41.2","43.4","43.5","43.5","43.5","42.4",
"Algeria","DZA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.9","76.9","74.2","74.4","73","73","73","72.8","72.7","72.7","72.7","65.6",
"East Asia & Pacific (excluding high income)","EAP","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.1473684210526","39.2157894736842","39.2631578947368","37.7210526315789","35.8210526315789","34.2894736842105","34.9105263157895","34.925","34.265","34.375","34.205","34.37",
"Early-demographic dividend","EAR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.401724137931","41.6862068965517","40.6898305084746","40.364406779661","39.7050847457627","39.2694915254237","38.9508474576271","39.4147540983607","39.0819672131147","38.6081967213115","38.6754098360656","37.6360655737705",
"East Asia & Pacific","EAS","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9296296296296","39.6392857142857","39.7285714285714","38.9642857142857","37.1464285714286","35.2714285714286","35.6535714285714","35.4793103448276","35.0448275862069","35.1413793103448","34.7931034482759","34.8931034482759",
"Europe & Central Asia (excluding high income)","ECA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7105263157895","52.955","48.335","47.795","42.7952380952381","39.752380952381","38.7142857142857","38.7190476190476","37.1380952380952","34.2571428571429","34.7619047619048","33.6809523809524",
"Europe & Central Asia","ECS","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0886363636364","48.7173913043478","46.5152173913044","45.3468085106383","42.8208333333333","41.44375","40.6354166666667","40.8224489795918","40.065306122449","38.9551020408163","38.8","38.0897959183674",
"Ecuador","ECU","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2","35.2","35.2","34.8","34.8","35.2","34.4","34.4","33.7","32.8","32.8","32.5",
"Egypt, Arab Rep.","EGY","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.4","46.4","45.1","44","43","43.1","44.2","43.2","40.6","44.8","45","43.5",
"Euro area","EMU","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.98125","47.8352941176471","47.3823529411765","44.9333333333333","44.2222222222222","44.2833333333333","43.2736842105263","43.8473684210526","43.8473684210526","44.4315789473684","43.6368421052632","43.5368421052632",
"Eritrea","ERI","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","83.7","83.7","83.7","83.7",
"Spain","ESP","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.4","60.5","60.7","58.8","55.8","55.5","37.9","37.9","57.1","58.2","50","49",
"Estonia","EST","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6","49.4","48.7","48.1","48.4","48.8","57.8","66.8","49.7","49.4","49.4","48.7",
"Ethiopia","ETH","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3","30.3","30.3","30.3","30.3","30.3","30.3","34.4","31.6","36.6","37.8","38.6",
"European Union","EUU","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.58","46.0384615384615","45.3807692307692","43.737037037037","42.9481481481481","42.6703703703704","41.8214285714286","42.1285714285714","41.9678571428571","42.1392857142857","41.5285714285714","41.2642857142857",
"Fragile and conflict affected situations","FCS","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.4241379310345","87.97","87.2066666666667","86.5933333333333","84.6774193548387","81.6612903225806","65.2741935483871","62.5676470588235","54.3470588235294","47.7294117647059","47.8352941176471","48.0941176470588",
"Finland","FIN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.5","47.7","47.8","47.8","47.7","40.8","39.1","40.6","39.9","40.1","37.9","38.1",
"Fiji","FJI","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.5","41.5","41.5","41.5","41.2","39.3","38.3","37.6","31.1","31.1","31.1","33.1",
"France","FRA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","66.6","66.6","66.1","65.8","65.8","65.7","67.5","67.4","69","62.8","62.8",
"Faroe Islands","FRO","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.6","59.6","58.7","58.7","58.7","58.7","59","59.9","60","60.5","60.5","60.5",
"Gabon","GAB","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.6","44.2","44.2","44.2","44.2","43","43","43","43.2","40.1","45.2","45.2",
"United Kingdom","GBR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7","34.6","34.6","34.2","34.9","36.1","36.2","35","34.7","33.5","32","30.9",
"Georgia","GEO","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","38.6","38.6","38.6","15.3","15.3","16.5","16.5","16.4","16.4","16.4","16.4",
"Ghana","GHA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.1","35.3","32.1","31.9","31.9","31.9","32.9","32.8","32.7","32.7","32.7","32.7",
"Gibraltar","GIB","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7","80.7","80.7","80.7","80.7","87.8","91.2","91.2","68.3","68.3","68.3","68.3",
"Gambia, The","GMB","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286","292.1","292.1","292.1","292.1","285.9","277.3","277.1","275.4","60.1","51.3","51.3",
"Guinea-Bissau","GNB","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.5","45.5","45.5","45.5",
"Equatorial Guinea","GNQ","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","79.4",
"Greece","GRC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","49.5","48.9","46.7","46.7","46.7","45.9","44.1","44","50.7","49.6","50.7",
