"Data Source","World Development Indicators",
"Grenada","GRD","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3",
"Greenland","GRL","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1","41.1","41.1","40.9","40.9","40.9","40.9","40.9","40.9","39.9","37.5","35.2",
"Guam","GUM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","39","38.8","35.9","35.9","35.9","32","32.3","32.3","32.3",
"High income","HIC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.7723404255319","42.3489795918367","40.9173076923077","39.8264150943396","38.9433962264151","38.0358490566038","37.4127272727273","37.2607142857143","37.3125","37.6517857142857","37.1696428571429","36.9785714285714",
"Hong Kong SAR, China","HKG","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1","24.1","24.1","24.1","23","23","23","23","22.6","22.8","22.8","22.9",
"Honduras","HND","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.5","43.5","43.5","43.5","43.5","43.5","43.1","39.5","42.6","41.8","44.3","44.4",
"Heavily indebted poor countries (HIPC)","HPC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.2081081081081","83.2157894736842","82.05","81.0078947368421","81.4184210526316","78.3526315789474","65.9289473684211","65.8421052631579","57.7789473684211","51.7763157894737","52.1263157894737","52.6026315789474",
"Croatia","HRV","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8","20.8","20.8","20.8","20.8","21.5","21.3","21.2","19.3","18.4","20","20.9",
"Haiti","HTI","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.3","40.3","40.3","40.3",
"Hungary","HUN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.6","55.7","55.3","56.6","56.6","54.6","52","49.8","49.3","48","48.4","46.5",
"IBRD only","IBD","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.8723076923077","47.8045454545454","47.0363636363636","45.9712121212121","44.4439393939394","43.7090909090909","43.5636363636364","42.5805970149254","42.0402985074627","42.1955223880597","42.0477611940298","41.8179104477612",
"IDA & IBRD total","IBT","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7731343283582","55.9198529411765","54.9551470588235","53.9705882352942","52.6197080291971","51.1569343065693","47.5810218978102","46.9014285714286","44.2685714285714","42.3842857142857","42.4014285714286","42.2864285714286",
"IDA total","IDA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.2159420289855","63.5714285714286","62.4214285714286","61.5128571428572","60.2197183098592","58.0802816901409","51.3154929577465","50.8671232876712","46.313698630137","42.5575342465753","42.7260273972603","42.7164383561644",
"IDA blend","IDB","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.68125","48.30625","47.90625","46.60625","42.225","41.3375","41.50625","41.35","39.98125","36.7","36.86875","37.1625",
"Indonesia","IDN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3","31.3","31.3","31.1","31.8","28.7","28.7","28.7","31.4","31.4","29.7","30.6",
"IDA only","IDX","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.2075471698113","68.0944444444445","66.7222222222222","65.9296296296296","65.4545454545455","62.9509090909091","54.1690909090909","53.5385964912281","48.0912280701754","44.2017543859649","44.3701754385965","44.2754385964912",
"Isle of Man","IMN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.6","74","72.7","70.3","66","64.7","62.6","62.5","60.8","60.6","60.6","60.6",
"Not classified","INX","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4","25.4","25.4","25.5","25.6","25.8","25.5","25.6","25.8","26","26","26",
"Iran, Islamic Rep.","IRN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.2","44.2","44.2","44.2","44.2","44.1","44.1","44.1","44.1","44.1","44.1","44.1",
"Iraq","IRQ","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8",
"Iceland","ISL","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.8","26.8","26.3","26.1","24.4","26.4","30.3","31.1","29.8","30.3","30.1","30.1",
"Israel","ISR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.5","34.8","32","30.1","28.3","27.5","26.8","25.6","28.9","26.7","27.9","28.1",
"Italy","ITA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.7","75.3","75.3","72.5","67.6","67.6","67.6","67.6","65.6","65.2","64.8","62",
"Jamaica","JAM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.9","47.9","47.9","47.9","47.9","46.7","46.6","46.6","46.5","41.1","35.3","34.3",
"Jordan","JOR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1","31.1","31.1","31.1","31.1","31.2","28.2","28.6","29.1","29","29.5","27.6",
"Japan","JPN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7","51.7","51.7","54.7","55","47.7","47.7","48.5","49.8","50.4","50.4","48.9",
"Kazakhstan","KAZ","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","45","41.9","42","36.2","29.8","29","29","28.9","28.9","29.2","29.2",
"Kenya","KEN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.8","49.8","49.3","49.3","49.3","49.3","48.9","43.7","37.4","37.1","37.1","37.4",
"Kyrgyz Republic","KGZ","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.3","67.4","40.3","40.3","40.2","30.6","33.4","33.4","29","29","29","29",
"Cambodia","KHM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","21.5","21.5","21.5","22.6","22.6","22.6","22.6","21","21","21","21",
"Kiribati","KIR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","32.7","32.7","32.7","32.7",
"St. Kitts and Nevis","KNA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.3","52.3","52.5","52.5","52.5","52.5","52.5","51.9","51.6","49.7","49.7","49.7",
"Korea, Rep.","KOR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8","32.5","31.6","33.9","32.3","30.2","34.1","34","33.3","33.2","33.2","33.1",
"Kuwait","KWT","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","10.7","10.7","10.7","10.7","10.7","10.7","12.4","12.4","12.8","13","13",
"Latin America & Caribbean (excluding high income)","LAC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.92","49.376","49.288","48.752","48.856","48.368","48.744","48.656","49.068","49.476","48.956","47.408",
"Lao PDR","LAO","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2","35.2","35.2","33.5","31.4","31.4","31.4","31.4","26.3","25.8","25.3","26.2",
"Lebanon","LBN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.4","35.4","35.4","30.6","30.6","30.6","30.6","30.6","30","30.3","30.3","30.3",
"Liberia","LBR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5","42.2","42.5","42.5","42.5","42.5","25.3","28.6","31.4","45.6","45.9",
"Libya","LBY","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4","32.8","32.6","32.6","32.6",
"St. Lucia","LCA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7","34","34","34","34.4","34","34.4","34.6","34.7","34.7","34.7","34.7",
"Latin America & Caribbean","LCN","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.8451612903226","49.2741935483871","48.8375","47.66875","47.54375","47.20625","47.0363636363636","46.6545454545455","47.0575757575758","47.6242424242424","47.0515151515151","45.8212121212121",
"Least developed countries: UN classification","LDC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.2","73.7720930232558","72.8372093023256","71.4953488372093","71.3093023255814","68.6627906976744","57.3348837209302","56.2577777777778","49.1888888888889","44.2822222222222","44.3466666666667","44.56",
"Low income","LIC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8962962962963","92.8178571428572","92.0964285714286","91.6821428571429","91.2035714285714","88.2678571428572","71.2392857142857","69.7413793103449","59.0034482758621","51.1379310344827","51.3655172413793","51.7379310344828",
"Liechtenstein","LIE","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7","59.8","61.7","61.7","61.7","96.6","112.9","55.3","57","55.4","55.2","55.2",
"Lower middle income","LMC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.7843137254902","46.4294117647059","45.2980392156863","44.1862745098039","42.5384615384615","41.6692307692308","41.7403846153846","40.5641509433962","40.1377358490566","38.9679245283019","38.8075471698113","38.4849056603774",
"Low & middle income","LMY","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1873015873016","56.271875","55.27734375","54.440625","53.0953488372093","51.577519379845","47.784496124031","47.1893939393939","44.3992424242424","42.3666666666667","42.3575757575758","42.2159090909091",
"Lesotho","LSO","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1","20.1","15.9","14.2","14.2","14.2","14","13.8","13.6","13.6","13.6","13.6",
"Late-demographic dividend","LTE","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.9906976744186","43.6","42.0021276595745","40.4166666666667","38.6979166666667","38.0395833333333","38.38125","37.1395833333333","36.2625","36.3833333333333","35.9708333333333","35.8979166666667",
"Lithuania","LTU","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.2","47.6","46.2","45.6","43.6","45.1","43.1","43","42.9","42.4","42.6","42.7",
"Luxembourg","LUX","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4","20","20","20","20","19.8","20","20.4","20.6","20.6","20.8",
"Latvia","LVA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.2","36.2","36.2","36.6","37.5","37.5","37","35.8","35","35","35.9","35.9",
"Macao SAR, China","MAC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7","51.7","52.9","52.9","49.4","49.7","49.7","49.7","48.8","49","49.1","49.3",
"Monaco","MCO","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.5","45.5","42.5","42","31","30.4","30.8","30.8","39.7","39.4","39.9","40.4",
"Madagascar","MDG","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.3","45","45","47.1","42.8","42","41.2","39.8","38.9","38.1","38.1","38.1",
"Maldives","MDV","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","9.3","9.3","9.3","9.3","9.3","9.3","25.9","30.2","30.2","30.2","30.2",
"Middle East & North Africa","MEA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.5647058823529","36.3705882352941","33.6157894736842","32.9263157894737","32.6736842105263","32.6052631578947","31.39","32.1857142857143","32.1619047619048","32.3761904761905","32.4523809523809","32.1380952380952",
"Mexico","MEX","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7","53.1","52.3","51.5","51","50.5","52.7","52.5","51.7","51.8","51.9","52",
"Marshall Islands","MHL","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8",
"Middle income","MIC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.992","45.7891089108911","44.7287128712871","43.7831683168317","42.3176470588235","41.2107843137255","41.0862745098039","40.6509615384616","40.0855769230769","39.6903846153846","39.6307692307692","39.3557692307692",
"Macedonia, FYR","MKD","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","17.8","17.8","15.4","13","8.1","7.5","7.4","7.4","8.3","13","13",
"Mali","MLI","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.4","51.4","51.4","51.4","51.4","51.4","51.1","51.1","48.3","48.3","48.3","48.3",
"Malta","MLT","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4","41.4","41.3","41.5","41.5","43.8",
"Myanmar","MMR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8","33.7","33.4","32.4","31.3",
"Middle East & North Africa (excluding high income)","MNA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.6333333333333","43.625","43.2833333333333","42.35","42.1166666666667","42.175","39.4416666666667","40.0076923076923","39.6615384615385","40.1384615384615","40","39.2076923076923",
"Montenegro","MNE","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2","33.2","33.8","30.1","29.2","24.6","21.8","21.6","21.8","21.8","22.2",
"Mongolia","MNG","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","33.9","24.4","24.7","24.7","24.9","24.5","24.7","24.7","24.7",
"Northern Mariana Islands","MNP","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","37","37","37","37","37","36.1","36.1","36.1","36.1",
"Mauritania","MRT","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.7","94.7","94.7","85.8","85.8","68.2","68.2","68.2","65.6","71.3","71.3","71.3",
"Mauritius","MUS","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2","26","24.2","25.8","26","26.5","25.8","26.9","24.5","23.6","21.5","21.8",
"Malawi","MWI","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.4","33.4","33","32.2","26.3","25.9","29","32.4","33.5","35.2","34.5","34.5",
"Malaysia","MYS","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","34.5","33.5","33.9","34.1","34.6","39.1","39.3","40","40",
"North America","NAC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.5","46.05","45","45.25","44.15","34.25","33.55","33.25","31.85","32.45","32.5","32.5",
"Namibia","NAM","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8","25.8","25.8","22.8","22.3","22.3","21.8","21.8","21.2","20.7","21.3","20.7",
"New Caledonia","NCL","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5","42.5","42.6","42.5","46.7","46.7","44.3","44.3","47.3","47.8","48.2","48.2",
"Nigeria","NGA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5","31.3","31.3","31.3","31.3","31.3","31.8","32.2","32.4","32.4","33.3","34.3",
"Nicaragua","NIC","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5","63.5","63.5","63.3","63.3","63.3","64.1","62.4","62.4","59.3","60.1","60.8",
"Netherlands","NLD","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.7","44.6","41.8","38.2","38.5","39.4","39.6","39.2","39.5","39","41","40.4",
"Norway","NOR","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1","41.1","41.1","40.7","40.7","40.7","40.7","40.7","40.7","40.4","39.5","39.5",
