Country Name,Country Code,WomenProp_1960,WomenProp_1961,WomenProp_1962,WomenProp_1963,WomenProp_1964,WomenProp_1965,WomenProp_1966,WomenProp_1967,WomenProp_1968,WomenProp_1969,WomenProp_1970,WomenProp_1971,WomenProp_1972,WomenProp_1973,WomenProp_1974,WomenProp_1975,WomenProp_1976,WomenProp_1977,WomenProp_1978,WomenProp_1979,WomenProp_1980,WomenProp_1981,WomenProp_1982,WomenProp_1983,WomenProp_1984,WomenProp_1985,WomenProp_1986,WomenProp_1987,WomenProp_1988,WomenProp_1989,WomenProp_1990,WomenProp_1991,WomenProp_1992,WomenProp_1993,WomenProp_1994,WomenProp_1995,WomenProp_1996,WomenProp_1997,WomenProp_1998,WomenProp_1999,WomenProp_2000,WomenProp_2001,WomenProp_2002,WomenProp_2003,WomenProp_2004,WomenProp_2005,WomenProp_2006,WomenProp_2007,WomenProp_2008,WomenProp_2009,WomenProp_2010,WomenProp_2011,WomenProp_2012,WomenProp_2013,WomenProp_2014,WomenProp_2015,WomenProp_2016
Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,,,,,,,36.4,36.4,36.4,36.4,35.8,36.4,36.4,38.2,37.9,37.9,36.1,36.1,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6
Nepal,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,3.4,3.4,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,17.3,33.2,33.2,33.2,33.2,33.2,33.2,29.5,29.5,29.6
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,5.3,5.3
New Zealand,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,29.2,29.2,29.2,30.8,30.8,29.2,28.3,28.3,32.2,32.2,33.1,33.6,33.6,33.6,32.2,32.2,32.2,29.8,31.4,31.4
OECD members,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1140762813,,,,,,,16.0481594159,16.3018152317,17.3626421336,18.2681686693,17.9232707718,19.4088499501,19.6796815614,20.1169316043,20.7537264537,21.1683021568,22.3794806257,22.6110895339,23.3148575513,23.3212003675,24.1498060037,25.1815741119,26.2059885738,26.9079234689,28.0260423149,28.1923803592
Oman,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.4,2.4,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.2,1.2
Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08609022556,,,,,,,8.92045293701,8.43621151272,9.73586261981,10.6399312715,10.9186941581,11.6929758308,13.3084590164,13.7471976401,14.6495585639,13.7136563877,14.8321249303,15.2742182891,15.2430482839,15.6033178114,16.0997674419,17.0955659277,17.0870816207,17.4289457648,18.6196449026,18.7921822272
Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,,2.3,2.3,,,,21.1,21.6,21.3,21.3,21.3,21.1,22.5,22.2,22.2,22.5,22.5,20.7,20.7,20.6,20.6
Panama,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,9.7,9.7,,9.9,9.9,9.9,9.9,16.7,16.7,16.7,16.7,16.7,8.5,8.5,8.5,8.5,8.5,19.3,18.3,18.3
Peru,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,10.8,10.8,10.8,,17.5,17.5,17.5,18.3,18.3,29.2,29.2,29.2,27.5,27.5,21.5,21.5,21.5,22.3,22.3,27.7
Philippines,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,,11.1,12.4,12.4,11.3,17.8,17.8,17.8,15.3,15.3,15.3,20.5,20.5,21.0,22.1,22.9,22.9,27.1,27.3,27.2,29.8
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.8,1.8,1.8,1.8,1.8,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,2.7,2.7,2.7,2.7,2.7
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,13.0,13.0,13.0,13.0,20.2,20.2,20.2,20.2,20.4,20.4,20.4,20.2,20.0,20.0,23.7,23.7,23.7,24.3,27.4,27.4
Pre-demographic dividend,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0052878676,11.2895401823,12.5527707519,13.0963094988,13.6854868228,15.2873244092,16.0964885022,16.6776502045,17.2252196135,17.4248519788,17.1960394465,19.5363704819,20.1549098196,21.0365113296,20.8922083704,21.842412231,21.8331392199
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Peopleâ€™s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,20.1,20.1,20.1,20.1,20.1,20.1,,20.1,20.1,20.1,20.1,20.1,15.6,15.6,15.6,15.6,15.6,16.3,16.3,16.3
Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,13.0,13.0,18.7,17.4,18.7,19.1,19.1,19.1,21.3,21.3,28.3,28.3,27.4,27.4,28.7,28.7,28.7,31.3,34.8,34.8
Paraguay,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,2.5,,2.5,2.5,2.5,2.5,8.8,10.0,10.0,10.0,10.0,12.5,12.5,12.5,12.5,12.5,17.5,15.0,15.0,15.0
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59267241379,2.09024390244,4.66770186335,,2.94542772861,3.1898255814,2.72249240122,3.59128205128,3.85398457584,,,,,,,,,4.86297297297,5.6772972973,5.93126684636
Post-demographic dividend,PST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4566054809,,,,,,,16.8846775933,17.9427569036,18.2356191524,19.4172034099,18.9547117822,20.1270083102,20.7312663185,21.6769900904,22.0474121406,22.7879203917,23.660712387,24.3230646703,24.7404582582,24.8631216202,25.3152044293,25.9402341671,27.3390585242,28.1320104099,28.5787059078,28.5858147587
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,,,,7.3,7.3,7.3,,10.7,10.7,10.7,11.4,11.2,11.2,9.4,11.4,11.4,11.4,11.2,13.3,13.3,13.5,13.7,13.7
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,10.2,10.2,,7.7,7.6,7.6,7.6,9.8,9.8,9.8,14.0,14.0,14.0,14.0,13.6,13.6,13.6,13.6,13.6,12.7
Rwanda,RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,,,,,,,17.1,17.1,17.1,25.7,25.7,25.7,48.8,48.8,48.8,48.8,48.8,56.3,56.3,56.3,56.3,56.3,63.8,63.8,63.8,63.8
South Asia,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33653741125,,,,,,,5.76627906977,6.04906868452,7.00549828179,8.44683346364,8.10432489451,9.08490358127,9.1791184573,9.02611324904,13.2774774775,12.8561137441,14.2865353912,18.4624732563,20.0573019802,20.051980198,20.3409221902,20.3409221902,20.0417012448,19.2310715763,19.3155455291,19.4064502876
Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,19.9,19.9,19.9
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.3,,,9.7,9.7,9.7,9.7,14.7,17.8,18.1,18.1,18.9,25.6,24.6,24.6,24.6,24.3,30.5,30.5
Senegal,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,11.7,12.1,12.1,12.1,16.7,19.2,19.2,19.2,19.2,19.2,22.0,22.0,22.7,22.7,22.7,42.7,42.7,43.3,42.7,42.7
Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,4.8,4.8,4.3,4.3,11.8,11.8,16.0,16.0,16.0,21.2,24.5,24.5,23.4,23.4,22.2,24.2,24.2,25.3,23.9,23.8
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.8,8.8,,14.5,14.5,14.5,14.5,13.2,13.2,13.2,13.2,12.9,12.4,12.4,12.1,12.4,12.4
El Salvador,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,15.5,16.7,16.7,9.5,9.5,9.5,10.7,10.7,10.7,16.7,16.7,16.7,19.0,19.0,19.0,26.2,26.2,27.4,32.1,32.1
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,11.7,13.3,13.3,13.3,16.7,16.7,16.7,16.7,16.7,11.7,11.7,15.0,16.7,16.7,18.3,16.7,18.3,18.3,16.7,16.7
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,8.0,7.8,8.2,8.2,6.9,6.8,6.8,13.8,13.8,13.8,13.8,13.8
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,20.4,21.6,21.6,21.6,22.0,33.2,33.2,34.0,34.0,34.0
Sub-Saharan Africa (excluding high income),SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1071961158,10.8519041142,,11.5090581018,12.2262867647,13.3732499155,13.6385951775,14.6714210734,16.1812701275,16.5852615502,17.2816574869,17.7777963702,18.4469830851,18.7245295179,20.4542945163,21.2951367781,22.1711390636,22.0223396501,23.5664742554,23.5048557746
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,26.5,26.5,26.5,26.5,28.5
Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2050172414,10.9245943205,,11.5821736011,12.2846997867,13.4648621385,13.7184473253,14.7368386675,16.2389124022,16.6404764922,17.3086213493,17.8027297193,18.4685771745,18.7453670431,20.5459923898,21.382354366,22.2514504525,22.1066674734,23.6409477801,23.4964158899
Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63137948459,,,,,,,8.66917330677,8.15556079171,9.54479431183,9.88951965066,10.3351190476,10.998998999,12.2818539571,12.8743345252,13.5284920635,12.9956809339,13.9114542611,14.0648824006,14.0307599517,13.8950865888,14.3802732021,15.1227822581,15.3046558704,15.4855338223,16.9444574551,17.2318304432
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,7.3,7.3,9.1,9.1,9.1,,9.1,9.1,9.1,7.3,1.8,7.3,7.3,18.2,18.2,18.2,18.2,18.2,18.2,18.2
Suriname,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,15.7,15.7,15.7,,17.6,17.6,17.6,19.6,25.5,25.5,25.5,25.5,25.5,9.8,11.8,11.8,11.8,11.8,25.5,25.5
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,14.7,12.7,14.0,14.0,17.3,19.3,16.7,16.7,20.0,19.3,19.3,18.0,15.3,16.0,18.7,18.7,18.7,18.7,20.0
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.8,7.8,,12.2,12.2,12.2,12.2,12.2,12.2,12.2,13.3,14.4,14.4,32.2,32.2,32.2,35.6,36.7,36.7
Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,,,,,,,40.4,40.4,42.7,42.7,42.7,45.0,45.3,45.3,45.3,47.3,47.0,47.0,46.4,45.0,44.7,44.7,44.7,44.7,43.6,43.6
Swaziland,SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,3.1,3.1,3.1,3.1,3.1,3.1,10.8,10.8,10.8,10.8,10.8,13.8,13.6,13.6,13.6,13.6,6.2,6.2,6.2,6.2
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,27.3,23.5,23.5,23.5,23.5,29.4,29.4,29.4,29.4,29.4,23.5,23.5,23.5,23.5,43.8,43.8,43.8,43.8,43.8,21.2
Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,9.6,9.6,10.4,10.4,10.4,10.4,12.0,12.0,12.0,12.0,12.0,12.4,12.4,12.4,12.4,12.0,12.0,12.0,12.4,13.2
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.4,2.4,2.4,2.4,,5.8,6.5,6.5,6.5,5.2,5.2,5.2,5.2,12.8,14.9,14.9,14.9,14.9,14.9
East Asia & Pacific (IDA & IBRD countries),TEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7526373029,,,,,,,,17.1546846182,18.2363331236,16.9322949309,17.2148048693,17.7540072202,16.7943376442,16.7327275844,16.886893617,17.268707238,17.6628998609,17.964083045,18.786483233,18.0844176968,18.0713601533,18.4188095238,19.6223594616,19.2796265697,20.0517817936,20.1601124525
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18260978044,7.6950492183,,8.61949345475,10.7624183797,12.8290979631,10.6385040161,12.4160890463,12.3429782988,12.7949838932,14.8126279863,15.1027908068,15.8200408534,15.8783735075,16.8862939585,18.2262983425,18.4308423613,18.8653093013,18.8874832962,19.3543021915
Togo,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,1.2,1.2,,4.9,4.9,4.9,7.4,6.2,7.4,8.6,11.1,11.1,11.1,11.1,11.1,11.1,15.4,17.6,17.6,17.6
Thailand,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,5.6,5.6,5.6,4.8,9.2,9.2,9.2,8.8,10.6,8.7,11.7,11.7,13.3,13.3,15.8,15.8,15.8,6.1,6.1,6.1
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.8,2.8,15.0,12.7,12.7,12.7,12.7,17.5,17.5,17.5,17.5,17.5,19.0,19.0,19.0,19.0,16.9,19.0,19.0
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,18.0,18.0,,26.0,26.0,26.0,26.0,,16.0,16.0,16.0,,16.8,16.8,16.8,16.8,16.8,26.4,25.8,25.8
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53947953031,,,,,,,11.253326713,12.9019308943,11.7758754864,12.6440410959,11.7153081511,13.9819504644,15.3666472643,16.0439534884,17.4860586698,17.682034384,18.6943903835,18.7020297313,19.361912895,19.6640697674,19.5948412698,21.2966553288,20.5293239951,24.0790697674,24.2689707674,25.4932375317
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,25.3,25.3,25.3,29.2,29.2,29.2,29.2,32.3,38.5,38.5,38.5,38.5,38.5
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74907369288,,,,,,,3.9237369338,3.50627347859,3.88679597165,3.873974122,3.98198298187,5.67887168142,6.00846030473,6.96853258697,6.40873965041,8.63830445545,8.85228960396,8.77397769517,9.09990822882,10.9838500148,10.515060241,14.1653480527,16.4158426561,16.7501085384,16.9021353601,17.558587383
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,3.4,3.3,3.3,3.1,3.1,0.0,3.6,3.6,3.6,0.0,0.0,0.0
South Asia (IDA & IBRD),TSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33653741125,,,,,,,5.76627906977,6.04906868452,7.00549828179,8.44683346364,8.10432489451,9.08490358127,9.1791184573,9.02611324904,13.2774774775,12.8561137441,14.2865353912,18.4624732563,20.0573019802,20.051980198,20.3409221902,20.3409221902,20.0417012448,19.2310715763,19.3155455291,19.4064502876
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2050172414,10.9245943205,,11.5821736011,12.2846997867,13.4648621385,13.7184473253,14.7368386675,16.2389124022,16.6404764922,17.3086213493,17.8027297193,18.4685771745,18.7453670431,20.5459923898,21.382354366,22.2514504525,22.1066674734,23.6409477801,23.4964158899
Trinidad and Tobago,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,11.1,11.1,11.1,,11.1,19.4,19.4,19.4,19.4,19.4,26.8,26.8,26.8,28.6,28.6,28.6,28.6,28.6,31.0,31.0
Tunisia,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,6.7,7.4,11.5,11.5,11.5,11.5,11.5,22.8,22.8,22.8,22.8,22.8,27.6,27.6,26.7,26.7,26.7,31.3,31.3,31.3
Turkey,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,2.4,2.4,4.2,4.2,4.2,,4.4,4.4,4.4,4.4,9.1,9.1,9.1,9.1,14.2,14.2,14.4,14.4,14.9,14.9
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,8.3,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,6.7,6.7,6.7,6.7
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,17.5,16.4,,22.3,22.3,21.4,21.4,30.4,30.4,30.4,30.4,30.7,,36.0,36.0,36.0,36.0,36.0,36.6
Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,18.1,18.1,17.9,17.8,24.7,24.7,24.7,23.9,23.9,29.8,30.7,30.7,31.5,31.3,35.0,35.0,35.0,35.0,35.0,33.5
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,7.8,7.8,7.8,,5.3,5.3,5.3,8.7,8.2,8.2,8.0,8.0,8.0,9.4,9.4,11.7,12.1,12.0
Upper middle income,UMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8762502105,,,,,,,,14.5703328233,14.7294939808,14.9969597615,14.8499041534,16.2424851618,16.2304560561,17.2115993914,16.528706758,17.3213315332,18.1473427556,18.7187427626,19.3683918367,19.344866271,20.0383965532,21.6127533853,22.2744718163,22.9265999495,23.1038326931,23.6661130123
Uruguay,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,7.1,7.1,12.1,12.1,12.1,12.1,12.1,12.1,11.1,11.1,12.1,12.1,14.1,15.2,12.1,12.1,12.1,16.2,16.2,16.2
United States,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,11.7,11.7,13.3,,14.0,13.8,14.3,14.9,15.2,16.3,16.8,17.0,16.8,16.8,16.8,18.0,17.9,19.3,19.4,19.4
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,7.2,7.2,7.2,7.2,17.5,17.5,17.5,17.5,17.5,22.0,22.0,22.0,22.0,22.0,22.0,16.0,16.0
St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,9.5,,4.8,4.8,,22.7,22.7,22.7,18.2,18.2,18.2,18.2,21.7,14.3,17.4,17.4,13.0,13.0,13.0,13.0
"Venezuela, RB",VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,5.9,5.9,12.1,,9.7,9.7,9.7,9.7,17.4,18.0,18.6,18.6,17.5,17.0,17.0,17.0,17.0,17.0,17.0,14.4
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,,,,,,26.2,26.2,26.0,26.0,26.0,27.3,27.3,27.3,27.3,27.3,25.8,25.8,25.8,25.8,24.4,24.4,24.4,24.3,24.3,26.7
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,0.0,0.0,0.0,1.9,1.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,1.9,0.0,0.0,0.0,0.0,0.0
World,WLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7333078279,,,,,,,11.6916484492,13.0672780222,13.5183124588,13.9051783622,14.0863857077,15.1640703674,15.1757387847,15.8974391624,16.481822127,16.9776763284,17.8701828791,18.4456543858,19.0284570039,19.1596428571,19.8291592503,20.7571878713,21.7657243356,22.1844380937,22.8521658792,23.0203347688
Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4.1,4.1,8.2,8.2,6.1,6.1,6.1,6.1,6.1,6.1,8.2,8.2,8.2,8.2,4.1,4.1,4.1,6.1,6.1,10.0
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.0
South Africa,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,25.0,28.8,30.0,29.8,29.8,29.8,29.8,32.8,32.8,32.8,33.0,33.0,44.5,44.5,42.3,42.3,42.3,41.5,42.0,41.8
Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,9.7,10.3,10.1,10.1,10.1,12.0,12.0,12.0,12.7,14.6,15.2,15.2,14.0,14.0,11.5,11.5,11.5,10.8,12.7,18.0
Zimbabwe,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,14.7,14.7,14.0,9.3,10.0,10.0,10.0,10.0,16.0,16.7,16.0,15.2,15.0,15.0,15.0,15.0,31.5,31.5,31.5,31.5
